HOLE:	M0065A
EXPEDITION:	347
TOP:	0
BOTTOM:	43.475
DEPTH_WSF    	SMTU       
m	lb
39.275	333.6125
39.3	332.95
39.325	332.925
39.35	332.8525
39.375	332.06
39.4	332.95
39.425	332.9525
39.45	332.945
39.475	332.955
39.5	333.5025
39.525	333.3513
39.55	333.3575
39.575	334.3387
39.6	335.125
39.625	335.1313
39.65	335.8575
39.675	336.8362
39.7	337.4575
39.725	338.0675
39.75	338.4738
39.775	339.0138
39.8	339.7412
39.825	341.1888
39.85	341.645
39.875	342.13
39.9	342.125
39.925	342.9713
39.95	343.0738
39.975	343.07
40	342.5175
40.025	341.1713
40.05	342.095
40.075	342.0988
40.1	342.1025
40.125	342.1288
40.15	341.3075
40.175	342.0063
40.2	341.1837
40.225	340.975
40.25	340.3625
40.275	340.2162
40.3	341.1263
40.325	341.165
40.35	341.175
40.375	341.1713
40.4	341.1737
40.425	341.1862
40.45	341.18
40.475	341.48
40.5	341.4037
40.525	341.1725
40.55	341.1875
40.575	341.1762
40.6	341.1588
40.625	340.8687
40.65	340.22
40.675	340.9925
40.7	341.1913
40.725	341.9362
40.75	341.7275
40.775	341.1837
40.8	342.1275
40.825	341.5612
40.85	342.1212
40.875	341.6825
40.9	341.6563
40.925	342.1325
40.95	342.32
40.975	343.0912
41	342.2712
41.025	342.4
41.05	343.0787
41.075	343.5088
41.1	344.0313
41.125	344.0162
41.15	344.0287
41.175	344.4763
41.2	344.655
41.225	344.715
41.25	344.0325
41.275	344.0475
41.3	344.05
41.325	344.0388
41.35	344.0338
41.375	344.9912
41.4	344.75
41.425	344.0275
41.45	344.0512
41.475	344.04
41.5	344.5175
41.525	345.2613
41.55	345.2712
41.575	345.2638
41.6	345.6812
41.625	346.22
41.65	346.2338
41.675	346.23
41.7	346.2225
41.725	346.4413
41.75	347.1638
41.775	347.7087
41.8	348.08
41.825	349.0287
41.85	349.1088
41.875	350.4838
41.9	351.7362
41.925	352.185
41.95	352.7525
41.975	353.425
42	354.7975
42.025	356.3912
42.05	357.1613
42.075	358.0725
42.1	358.1125
42.125	358.1325
42.15	358.7525
42.175	359.09
42.2	358.3075
42.225	358.1175
42.25	358.11
42.275	358.1237
42.3	358.5537
42.325	359.0925
42.35	359.445
42.375	360.0862
42.4	360.0825
42.425	361.5988
42.45	362.2238
42.475	362.5212
42.5	364.7313
42.525	366.29
42.55	366.9725
42.575	368.5075
42.6	370.25
42.625	372.48
42.65	374.5663
42.675	376.045
42.7	376.3563
42.725	377.2825
42.75	378.2338
42.775	378.2225
42.8	378.09
42.825	385.09
42.85	401.7625
42.875	403.725
42.9	422.4063
42.925	427.435
42.95	425.7888
42.975	420.1525
43	382.1825
43.025	368.0088
43.05	321.7375
43.075	280.6325
43.1	238.3188
43.125	206.4612
43.15	191.1875
43.175	189.5762
43.2	188.4337
43.225	186.8412
43.25	185.2487
43.275	183.7925
43.3	181.2225
43.325	178.9662
43.35	176.1362
43.375	174.265
43.4	171.395
43.425	168.9275
43.45	163.8013
43.475	160.77
